COD_SS|STATUS|STATUS_REASON|DATA_STATUS|ARMARIO|STREETNAME|STATEORPROVINCE|POSTCODE|CNL|NEIGHBORDHOOD|CATEGORIZES_TYPE|SPECIFICATION_TYPE|SPECIFICATION_PRODUCT|DETAIL|DATA_ABERTURA|DATA_VENCIMENTO|TIME_SLOT|PHYSICALRESOURCESUMMARY|TELEPHONENUMERIC|DESIGNATOR|CITY|CLUSTER_|FABRICA|REGIONAL|CUSTOMER_DOCUMENTNUMERIC|CUSTOMER_NAME|EXECUTEDBYLOGIN|EXECUTEDBYNAME|NOTDONEREASON|PRIORITY|SCHEDULEPROFILE|CUSTOMER_SEGMENT|DATA_AGENDADA|REDESPACHO|CONTEXTO_SIEBEL|TOTAL_REPETIDO_30D_PL|TECNICO_CHECKLIST|SERVICE_TECHNOLOGY|VELOCIDADEADSL|REPETIDO_PRODUTO_30D|REGISTRADO_CHECKLIST|CUSTOMER_RANK|SEGMENTACAO|DESIGNADOR_TV|REDE|MICROAREA|TELEPHONIC_AREA|CENTRAL_OFFICE|PHYSICAL_LINK_MEDIA_TYPE|FLAG_RECENTE|EXECUTOR_BA|TEC_ANTERIOR|PRIMEIRO_AGENDAMENTO|CABO_PRIMARIO|PAR_PRIMARIO|CABO_SECUNDARIO|PAR_SECUNDARIO|LATERAL_PRIMARIO|LATERAL|NUMERO_CAIXA|NOME_MSAN|NP|DATA_CARGA|DATA_LAST_UPDATE_PLWO|ID_FIBRA|OLT|OLT_PORTA|OLT_SLOT|SPLITTER_FIBRA_L2|ORIGEM_CONTATO|ABERTURA_TIPO2_SIEBEL|LATITUDE|LONGITUDE|CLIENTE_GOAS|MARCACAO_VIA_CHAT|PLATFORM|IND_CRITICOS|IND_DISPONIBILIDADE_FIBRA|SAS_BUSINESSID|SAS_STATUSREASON|SASEVEN_CODE|SASEVEN_VIVO1_ID|SASEVEN_DATA_INICIO|SASEVEN_FLAG_ATIVO|SASEVEN_DATA_PREVISAO|SASEVEN_DATA_FECHAMENTO|SASEVEN_LEVEL|SASEVEN_CREATOR|SASCAUSA_NOME|XA_FAULT_REASON|XA_OPERATOR_ID|XA_API_CANCEL_REASON|NOM_SISTEMA_ORIGEM|FLAG_ICMCOE|DESIGNADOR_ACESSO|FLAG_CASAINTELIGENTE|PARENT1|PARENT2|PARENT3|PARENT4|AURA_CASO|AURA_DAT_ENVIO|AURA_DAT_CONF|AURA_RETORNO|IFI|IFI_GERADOR|IRR|IRR_GERADOR|FL_COBERTURA|FL_DISPONIBILIDADE|FL_22K|FLAG_ANATEL|ID_MASSIVA|ID_ORIGEM_MASSIVA|STATUS_MASSIVA|STATUS_CERT_CE|STATUS_CERTIFICACAO_QUALIDADE|V_SEM_TESTE|STATUS_AURA|RESPOSTA_AURA|V_PRAZO_ENCERRAMENTO_CO|V_PRAZO_CERTIFICACAO_GERAL|AGING_ENVIO_COE_ENCERRAR|AGING_FIM_DESASSOCIACAO|STATUS_CIRE|RESULTADO_TESTE_AUTH_TI|RESULTADO_TESTE_SYNC_TI|DATA_PROCESSAMENTO_REPARO|DATA_ENCOUCANC_MASSIVA|DATA_ENVIO_AURA|DATA_RESPOSTA_AURA|DATA_STATUS_CIRE|DATA_DISPARO_TESTE_TI|DATA_COLETA_TESTE_TI|DATA_ENVIO_COE_ENCERRAR|DATA_DESASSOCIACAO|FLAG_FOI_DESASSOCIADO|IND_PASSAGEM_OUVIDORIA
196977929|AGENDADA||21/07/2026 23:20:44|PBCGE_O1A43|AROLDO DO NASCIMENTO CABRAL 71|PB|58410565|83040|CAMPINA GRANDE|TROUBLETICKET|DEFEITO|BANDA|SEM NAVEGACAO COM SINCRONISMO E AUTENTICACAO|21/07/2026 17:00:09|22/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.AROLDO DO NASCIMENTO CABRAL63 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: CGE-24642545-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: MSAN-CGE_A43_GPON_179 OLT Porta: 9 OLT Slot: 5 Vlan Multicast: 4000 Vlan Usuario: 359 Vlan Unicast: 3948 Vlan Rede: 179 Vlan Audiência: 359 Caixa Subterrânea: A43G0036 Fibra 1º Nível: A43-F#9 Fibra Porta: 7 Fibra Splitter 2: A43SP9SS4 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: A43-F#9 Lateral Fibra: N/E||CGE-3010JR86N-013|CAMPINA GRANDE|JOAO PESSOA| |NORDESTE|||||||81054490|RESIDENCIAL||0|3-10JR86O|1|NAO|SIP GPON |300 Mbps|1|NAO|SILVER|SILVER||VIVO2||||GPON|N|||2026-07-22 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|CGE-24642545-069|MSAN-CGE_A43_GPON_179|9|5|A43SP9SS4|||-35.883353135165997|-7.247760750558000|NAO|||0|False|||||||||||||||NEXT|||0|83040_10789|PBCGE_O1A43|58410565|BKT_CAMPINA_GRANDE_TECNOMULTI|||||0||1|196977929||||||||||||||||||||||||||||||0
196977939|PENDENTE|ABERTA MASSIVA|21/07/2026 21:52:32|PERCE_G1I15|RUA LE PARC 100|PE|51160035|81000|IMBIRIBEIRA|TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|21/07/2026 17:00:16|22/07/2026 12:30:00|08:30-12:30|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.LE PARC-100-RES LE PARC-BL JARDIM NORTE-AN TERREO AO 6100 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: RCE-75943886-069 Tipo Rede Fibra: FTTA ID ONT: N/E OLT: RCE_I15_1_GPON_VLAN_227_228_229_23-HUA OLT Porta: 9 OLT Slot: 7 Vlan Multicast: 4000 Vlan Usuario: 629 Vlan Unicast: 3946 Vlan Rede: 229 Vlan Audiência: 629 Caixa Subterrânea: I15SP153SS2 Fibra 1º Nível: I15-F#153 Fibra Porta: 5 Fibra Splitter 2: I15SP153SS2 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: I15-F#153 Lateral Fibra: N/E||RCE-V0001YKIV4-013|RECIFE|RECIFE| |NORDESTE|||BKT_RECIFE_TECNOMULTI_SUL||MASSIVA EM ANÁLISE||A0155880|RESIDENCIAL||0|V0001YKIV4|0|NAO| GPON |700 Mbps|0|NAO|PLATINUM|PLATINUM||VIVO2||||GPON|N|||2026-07-22 12:30:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|RCE-75943886-069|RCE_I15_1_GPON_VLAN_227_228_229_23-HUA|9|7|I15SP153SS2|||-34.903109432071005|-8.110802052209001|NAO|||0|False|||||||||||||||NEXT|||0|81000_2596103|PERCE_G1I15|51160035|BKT_RECIFE_TECNOMULTI_SUL|||||0||0||||||32490492||Ativo|PENDENTE|OUTRO|FALHA NO TESTE|||NA|DENTRO DO PRAZO CERTIFICAÇÃO||||||Jul 22 2026  7:51AM||||||||||0
196977970|AGENDADA||21/07/2026 22:00:29|MASLS_G1I03|RUA QUARTOZE SN|MA|65074868|98000|PLANALTO VINHAIS II|TROUBLETICKET|DEFEITO|BANDA|QUEDAS COM SINCRONISMO E AUTENTICACAO|21/07/2026 17:00:40|22/07/2026 12:30:00|08:30-12:30|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: N/E LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: SLS-69375848-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: 1 OLT Porta: N/E OLT Slot: N/E Vlan Multicast: N/E Vlan Usuario: 335 Vlan Unicast: N/E Vlan Rede: 119 Vlan Audiência: 335 Caixa Subterrânea: I03G0764 Fibra 1º Nível: N/E Fibra Porta: 5 Fibra Splitter 2: I03G0764 Tecnologia Fibra: GPON Tipo Equipamento: N/E Cabo: N/E Lateral Fibra: N/E||SLS-V0001W6Q7A-013|SAO LUIS|SAO LUIS| |NORTE|||||||80986363|RESIDENCIAL||0|V0001W6Q7A|0|NAO| GPON |500 Mbps|0|NAO|GOLD|GOLD||FIBRASIL||FIBRASIL||GPON|N|||2026-07-22 12:30:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|SLS-69375848-069|1|||I03G0764|||-44.253898300000003|-2.504954200000000|NAO|||0|False|||||||||||||||NEXT|||0|98000_FB0004751856|MASLS_G1I03|65074868|BKT_SAO_LUIS_2_FB|||||0||0|||||||||||||||||||||||||||||||0
196978029|AGENDADA||21/07/2026 17:03:16|MGCEM_G1N12|RUA ESTRELA DIONE 335|MG|32241300|31856|JARDIM RIACHO DAS PEDRAS|TROUBLETICKET|DEFEITO|BANDA|SEM SINCRONISMO REINCIDENTE OUVIDORIA|21/07/2026 17:01:53|22/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.ESTRELA DIONE337 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: CEM-71191601-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: CEM_N12_1_GPON_VLAN_312_313_314-LIN OLT Porta: 14 OLT Slot: 7 Vlan Multicast: 4000 Vlan Usuario: 2984 Vlan Unicast: 3803 Vlan Rede: 312 Vlan Audiência: 2984 Caixa Subterrânea: N12G0396 Fibra 1º Nível: N12-F#99 Fibra Porta: 1 Fibra Splitter 2: N12SP99SS4 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: N12-F#99 Lateral Fibra: N/E||CEM-V0001WUCVD-013|CONTAGEM|CONTAGEM| |MINAS|||||||A0118016|RESIDENCIAL||0|V0001WUCVD|1|NAO| GPON |700 Mbps|1|NAO|PLATINUM|PLATINUM||VIVO2||||GPON|N|||2026-07-22 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|CEM-71191601-069|CEM_N12_1_GPON_VLAN_312_313_314-LIN|14|7|N12SP99SS4|||-44.063461695992999|-19.970596957360002|NAO|||0|False|||||||||||||||NEXT|||0|31856_318562898|MGCEM_G1N12|32241300|BKT_CONTAGEM_SUL|||||0||1|194002335||||||||||||||||||||||||||||||0
196978053|AGENDADA||21/07/2026 17:03:36|PERCE_G1I10|DO ENCANAMENTO 846|PE|52070000|81000|RECIFE|TROUBLETICKET|DEFEITO|BANDA|NAVEG - NÃO NAVEGA|21/07/2026 17:02:08|22/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: Estr.DO ENCANAMENTO-846-AN TR AO 9846 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: RCE-47343315-069 Tipo Rede Fibra: FTTA ID ONT: N/E OLT: RCE_I10_1_GPON_VLAN_345_346_347_348-HUA OLT Porta: 3 OLT Slot: 11 Vlan Multicast: 4000 Vlan Usuario: 2292 Vlan Unicast: 3936 Vlan Rede: 347 Vlan Audiência: 2292 Caixa Subterrânea: I10SP251SS1 Fibra 1º Nível: I10-F#251 Fibra Porta: 4 Fibra Splitter 2: I10SP251SS1 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: I10-F#251 Lateral Fibra: N/E||RCE-816BEHI8PJ-013|RECIFE|RECIFE| |NORDESTE|||||||API_GPS|RESIDENCIAL||0|C0086908B1|0|NAO| GPON |300 Mbps|0|NAO|GOLD|GOLD||VIVO2||||GPON|N|||2026-07-22 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|RCE-47343315-069|RCE_I10_1_GPON_VLAN_345_346_347_348-HUA|3|11|I10SP251SS1|||-34.917745158049001|-8.030526411234000|NAO|||0|False|||||||||||||||NEXT|||0|81000_8461|PERCE_G1I10|52070000|BKT_02_R2_RECIFE|||||0||0|||||||||||||||||||||||||||||||0
196978090|AGENDADA||21/07/2026 23:20:56|BASDR_G1I09|DA TAQUARA 184|BA|41680044|71000|SALVADOR|TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|21/07/2026 17:02:45|22/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.DA TAQUARA74 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: SDR-12459389-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: SDR_I09_1_GPON_VLAN_400_401_402-ALC OLT Porta: 1 OLT Slot: 8 Vlan Multicast: 4000 Vlan Usuario: 121 Vlan Unicast: 3951 Vlan Rede: 401 Vlan Audiência: 121 Caixa Subterrânea: I09GS1093 Fibra 1º Nível: I09-F#137 Fibra Porta: 4 Fibra Splitter 2: I09SP137SS5 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: I09-F#137 Lateral Fibra: N/E||SDR-812XJCJA74-013|SALVADOR|SALVADOR| |NORDESTE|||||||81072455|RESIDENCIAL||0|C001814F83|0|NAO| GPON |500 Mbps|0|NAO|PLATINUM|PLATINUM||VIVO2||||GPON|N|||2026-07-22 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|SDR-12459389-069|SDR_I09_1_GPON_VLAN_400_401_402-ALC|1|8|I09SP137SS5|||-38.400135224317005|-12.952186636230001|NAO|||0|False|||||||||||||||NEXT|||0|71000_74352|BASDR_G1I09|41680044|BKT_SALVADOR_AREA_05|||||0||0|||||||||||||||||||||||||||||||0
196978097|AGENDADA||22/07/2026 05:20:31|MASJE_G1I02|RUA 2 SN|MA|65125076|98103|ARACAGY|TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|21/07/2026 17:02:47|23/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: N/E LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: SJE-73956362-069 Tipo Rede Fibra: GPON ID ONT: N/E OLT: 1 OLT Porta: N/E OLT Slot: N/E Vlan Multicast: N/E Vlan Usuario: 1203 Vlan Unicast: N/E Vlan Rede: 104 Vlan Audiência: 1203 Caixa Subterrânea: I02G0544 Fibra 1º Nível: N/E Fibra Porta: 3 Fibra Splitter 2: I02G0544 Tecnologia Fibra: GPON Tipo Equipamento: N/E Cabo: N/E Lateral Fibra: N/E||SLS-8156R9C9DU-013|SAO JOSE DE RIBAMAR|SAO LUIS| |NORTE|||||||80998258|RESIDENCIAL||0|C0050DDC36|0|NAO| GPON |500 Mbps|0|NAO|PLATINUM|PLATINUM||FIBRASIL||FIBRASIL||GPON|N|||2026-07-23 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|SJE-73956362-069|1|||I02G0544|||||NAO|||0|False|||||||||||||||NEXT|||0|98103_FB9999999999|MASJE_G1I02|65125076|BKT_SAO_JOSE_DE_RIBAMAR|||||0||0|||||||||||||||||||||||||||||||0
196978099|PENDENTE|TRIAGEM|21/07/2026 17:02:51|PEOLD_G1I03|OTAVIANO PESSOA MONTEIRO 65|PE|53130340|81103|CASA CAIADA|TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|21/07/2026 17:02:51|24/07/2026 12:30:00|08:30-12:30|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.OTAVIANO PESSOA MONTEIRO31 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: OLD-46294252-069 Tipo Rede Fibra: GPON ID ONT: N/E OLT: OLD_I03_1_GPON_VLAN_210_212_213-HUA OLT Porta: 1 OLT Slot: 6 Vlan Multicast: 4000 Vlan Usuario: 2153 Vlan Unicast: 3971 Vlan Rede: 212 Vlan Audiência: 2153 Caixa Subterrânea: I03G01008 Fibra 1º Nível: I03-F#126 Fibra Porta: 7 Fibra Splitter 2: I03SP126SS8 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: I03-F#126 Lateral Fibra: N/E||OLD-8168CZJ26T-013|OLINDA|RECIFE| |NORDESTE|||||||A0179358|RESIDENCIAL||0|C00838ECC9|0|NAO|SIP GPON |300 Mbps|0|NAO|PLATINUM|PLATINUM||VIVO2||||GPON|N|||2026-07-24 12:30:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|OLD-46294252-069|OLD_I03_1_GPON_VLAN_210_212_213-HUA|1|6|I03SP126SS8|||-34.840231364761003|-7.992173554748001|NAO|||0|False|||||||||||||||NEXT|||0|81103_10814|PEOLD_G1I03|53130340|BKT_OLINDA|||||0||0|||||||||||||||||||||||||||||||0
196978210|AGENDADA||22/07/2026 04:00:26|MG_LGT|RUA DEZ 80|MG|33236370|31429|VILLAGE DO GRAMADO II|TROUBLETICKET|DEFEITO|BANDA|SEM NAVEGACAO COM SINCRONISMO E AUTENTICACAO|21/07/2026 17:04:29|23/07/2026 12:30:00|08:30-12:30|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: N/E LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: LGT-75198993-069 Tipo Rede Fibra: GPON ID ONT: N/E OLT: MG_LGT03_GNOKIA_ATC OLT Porta: 3 OLT Slot: 7 Vlan Multicast: 4000 Vlan Usuario: 384 Vlan Unicast: 3912 Vlan Rede: 112 Vlan Audiência: 384 Caixa Subterrânea: CTOP-4523 Fibra 1º Nível: MG.LGT.CP-8.CEO-806 Fibra Porta: 3 Fibra Splitter 2: CTOP-4523 Tecnologia Fibra: GPON Tipo Equipamento: N/E Cabo: MG.LGT.CP-8.CEO-806 Lateral Fibra: N/E||LGT-V0001YAQH0-013|LAGOA SANTA|CONTAGEM| |MINAS|||||||80553537|RESIDENCIAL||0|V0001YAQH0|0|NAO| GPON |600 Mbps|0|NAO|SILVER|SILVER||ATC||ATC||GPON|N|||2026-07-23 12:30:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|LGT-75198993-069|MG_LGT03_GNOKIA_ATC|3|7|CTOP-4523|||-43.909529999999997|-19.629580000000001|NAO|||0|False|||||||||||||||NEXT|||0|31429_LGT0013453|MG_LGT|33236370|BKT_LAGOA_SANTA|||||0||0|||||||||||||||||||||||||||||||0
196978216|AGENDADA||21/07/2026 22:00:36|MGSLU_G1I01|AVENIDA VICENTE LOVALHO 864|MG|33110000|31772|CONJUNTO CRISTINA SAO BENEDITO|TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|21/07/2026 17:04:30|22/07/2026 12:30:00|08:30-12:30|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: N/E LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: SLU-55994602-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: 1 OLT Porta: N/E OLT Slot: N/E Vlan Multicast: N/E Vlan Usuario: 1143 Vlan Unicast: N/E Vlan Rede: 100 Vlan Audiência: 1143 Caixa Subterrânea: I01G0243 Fibra 1º Nível: N/E Fibra Porta: 3 Fibra Splitter 2: I01G0243 Tecnologia Fibra: GPON Tipo Equipamento: N/E Cabo: N/E Lateral Fibra: N/E||SLU-V0001PAJLV-013|SANTA LUZIA|CONTAGEM| |MINAS|||||||A0179342|RESIDENCIAL||0|V0001PAJLV|0|NAO|SIP GPON |300 Mbps|0|NAO|PLATINUM|PLATINUM||FIBRASIL||FIBRASIL||GPON|N|||2026-07-22 12:30:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|SLU-55994602-069|1|||I01G0243|||-43.916515699999998|-19.783624600000000|NAO|||0|False|||||||||||||||NEXT|||0|31772_FB0001275088|MGSLU_G1I01|33110000|BKT_SANTA_LUZIA|||||0||0|||||||||||||||||||||||||||||||0
196978281||||GOGNA_G1M19|RUA FRANCISCA COSTA CUNHA D. TITA 955|GO|74075300|62000|SETOR AEROPORTO|TROUBLETICKET|DEFEITO|BANDA|NAVEG - NÃO NAVEGA|21/07/2026 17:05:12|22/07/2026 12:30:00|08:30-12:30|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.0015A21Q 62A LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: GNA-73837717-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: GNA_M19_1_GPON_VLAN_621_622_623-CPB OLT Porta: 2 OLT Slot: 4 Vlan Multicast: 4000 Vlan Usuario: 171 Vlan Unicast: 3994 Vlan Rede: 622 Vlan Audiência: 171 Caixa Subterrânea: M19G0742 Fibra 1º Nível: M19-F#93 Fibra Porta: 6 Fibra Splitter 2: M19SP93SS6 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: M19-F#93 Lateral Fibra: N/E||GNA-V0001XSNVG-013|GOIANIA|GOIANIA| |CENTRO OESTE|||||||API_GPS|RESIDENCIAL||0|V0001XSNVG|0|NAO| GPON |500 Mbps|0|NAO|SILVER|SILVER||VIVO2||||GPON|N|||2026-07-22 12:30:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|GNA-73837717-069|GNA_M19_1_GPON_VLAN_621_622_623-CPB|2|4|M19SP93SS6|||-49.266719999999999|-16.666629999999998|NAO|||0|False|||||||||||||||NEXT|||0|62000_621102|GOGNA_G1M19|74075300|BKT_GOIANIA_ABILITY|||||0||0|||||||||||||||||||||||||||||||0
196978302|AGENDADA||21/07/2026 23:20:39|MASLS_G1M02|TRAVESSA JAU 10|MA|65068068|98000|DIVINEIA|TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|21/07/2026 17:05:34|22/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: N/E LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: SLS-61090794-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: 1 OLT Porta: N/E OLT Slot: N/E Vlan Multicast: N/E Vlan Usuario: 158 Vlan Unicast: N/E Vlan Rede: 109 Vlan Audiência: 158 Caixa Subterrânea: M02G02220 Fibra 1º Nível: N/E Fibra Porta: 6 Fibra Splitter 2: M02G02220 Tecnologia Fibra: GPON Tipo Equipamento: N/E Cabo: N/E Lateral Fibra: N/E||SLS-V0001RHY23-013|SAO LUIS|SAO LUIS| |NORTE|||||||80827678|RESIDENCIAL||0|V0001RHY23|0|NAO| GPON |500 Mbps|0|NAO|PLATINUM|PLATINUM||FIBRASIL||FIBRASIL||GPON|N|||2026-07-22 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|SLS-61090794-069|1|||M02G02220|||-44.300507799999998|-2.525217700000000|NAO|||0|False|||||||||||||||NEXT|||0|98000_FB0006158644|MASLS_G1M02|65068068|BKT_SAO_LUIS_4_FB|||||0||0|||||1||||||||||||||||||||||||||0
